"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","onset_category","n","ecds_last_update","sus_last_update"
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-23,12,"HO.iHA",10,2020-03-27,2020-07-28
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-23,12,"HO.pHA",2,NA,2020-04-15
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-23,12,"Unlinked",27,2020-08-24,2020-07-02
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-30,13,"CO",134,2020-04-10,2020-06-04
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-30,13,"HO.HA",6,2020-03-17,2020-05-01
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-30,13,"HO.iHA",11,2020-04-01,2020-05-10
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-30,13,"HO.pHA",7,2020-03-23,2020-04-29
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-30,13,"Unlinked",136,2020-09-16,2020-08-04
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-06,14,"CO",101,2020-04-14,2020-06-03
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-06,14,"HO.HA",2,2020-03-22,2020-04-15
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-06,14,"HO.iHA",5,2020-04-10,2020-06-04
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-06,14,"HO.pHA",5,2020-04-01,2020-05-07
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-06,14,"Unlinked",150,2020-08-27,2020-09-06
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-13,15,"CO",89,2020-04-29,2020-07-18
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-13,15,"HO.HA",2,2020-03-22,2020-04-20
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-13,15,"HO.iHA",9,2020-04-13,2020-05-06
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-13,15,"HO.pHA",7,2020-04-10,2020-06-18
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-13,15,"Unlinked",124,2020-09-04,2020-08-25
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-20,16,"CO",67,2020-04-29,2020-05-18
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-20,16,"HO.HA",1,2020-04-03,2020-05-14
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-20,16,"HO.iHA",7,2020-04-18,2020-05-27
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-20,16,"HO.pHA",6,2020-04-15,2020-05-03
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-20,16,"Unlinked",159,2020-09-07,2020-09-05
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-27,17,"CO",62,2020-05-08,2020-06-16
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-27,17,"HO.iHA",2,2020-04-26,2020-05-20
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-27,17,"HO.pHA",1,2020-04-21,2020-05-09
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-27,17,"Unlinked",137,2020-09-08,2020-08-27
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-04,18,"CO",38,2020-05-21,2020-06-04
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-04,18,"HO.HA",1,NA,2020-05-18
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-04,18,"HO.iHA",2,2020-05-04,2020-05-29
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-04,18,"Unlinked",104,2020-09-16,2020-08-24
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-11,19,"CO",13,2020-05-27,2020-06-09
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-11,19,"HO.HA",2,2020-04-25,2020-06-24
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-11,19,"Unlinked",69,2020-09-17,2020-08-25
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-18,20,"CO",25,2020-06-01,2020-08-17
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-18,20,"HO.HA",3,2020-03-29,2020-06-25
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-18,20,"HO.iHA",3,2020-05-14,2020-06-15
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-18,20,"Unlinked",79,2020-09-10,2020-09-11
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-25,21,"CO",25,2020-06-09,2020-06-18
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-25,21,"HO.HA",1,2020-05-11,2020-06-05
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-25,21,"HO.iHA",3,2020-05-25,2020-06-07
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-25,21,"Unlinked",28,2020-08-04,2020-08-14
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-01,22,"CO",14,2020-06-07,2020-08-14
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-01,22,"HO.HA",1,2020-05-23,2020-06-16
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-01,22,"HO.iHA",2,2020-06-01,2020-07-10
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-01,22,"HO.pHA",1,2020-05-27,2020-06-16
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-01,22,"Unlinked",23,2020-08-30,2020-07-17
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-08,23,"CO",3,2020-06-11,2020-07-20
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-08,23,"Unlinked",13,2020-07-02,2020-07-02
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-15,24,"CO",3,NA,2020-07-17
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-15,24,"Unlinked",12,2020-08-28,2020-06-05
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-22,25,"CO",4,2020-06-28,2020-07-22
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-22,25,"HO.HA",3,2020-06-01,2020-07-07
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-22,25,"HO.iHA",1,2020-06-17,2020-06-23
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-22,25,"Unlinked",7,2020-09-18,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-29,26,"HO.iHA",1,2020-06-28,2020-07-03
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-29,26,"HO.pHA",1,NA,2020-07-22
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-29,26,"Unlinked",4,2020-03-19,2020-03-19
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-07-06,27,"HO.iHA",1,NA,2020-07-08
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-07-06,27,"Unlinked",1,NA,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-07-13,28,"CO",3,2020-07-19,2020-07-24
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-07-27,30,"Unlinked",1,NA,2020-08-19
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-03,31,"CO",1,2020-08-04,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-10,32,"CO",4,2020-08-24,2020-08-22
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-10,32,"HO.iHA",1,NA,2020-08-24
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-17,33,"HO.HA",1,2020-04-15,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-24,34,"CO",4,2020-09-05,2020-09-13
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-24,34,"Unlinked",2,2020-06-27,2020-06-28
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-31,35,"CO",6,2020-09-15,2020-09-13
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-08-31,35,"Unlinked",7,2020-02-27,2020-02-14
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-09-07,36,"CO",7,2020-09-18,2020-09-13
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-09-07,36,"Unlinked",9,2020-08-04,2020-08-05
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-09-14,37,"CO",5,2020-09-17,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-09-14,37,"Unlinked",32,2020-09-13,2020-09-08
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-02,9,"HO.iHA",1,2020-03-05,2020-04-07
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-09,10,"CO",2,2020-03-15,2020-04-09
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-09,10,"HO.iHA",2,2020-03-13,2020-04-02
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-16,11,"CO",10,2020-03-21,2020-04-06
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-16,11,"HO.HA",6,2020-03-07,2020-04-10
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-16,11,"HO.iHA",1,2020-03-20,2020-03-27
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-16,11,"HO.pHA",1,2020-03-07,2020-03-24
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-23,12,"CO",41,2020-04-06,2020-05-16
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-23,12,"HO.HA",11,2020-03-13,2020-04-22
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-23,12,"HO.iHA",24,2020-03-27,2020-05-26
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-23,12,"HO.pHA",10,2020-03-21,2020-04-16
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-30,13,"CO",178,2020-04-12,2020-05-20
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-30,13,"HO.HA",17,2020-03-17,2020-05-04
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-30,13,"HO.iHA",32,2020-04-02,2020-06-04
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-30,13,"HO.pHA",16,2020-03-29,2020-05-27
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-06,14,"CO",162,2020-04-24,2020-05-13
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-06,14,"HO.HA",1,NA,2020-04-11
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-06,14,"HO.iHA",11,2020-04-07,2020-05-22
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-06,14,"HO.pHA",9,2020-04-03,2020-05-08
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-13,15,"CO",108,2020-05-01,2020-05-31
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-13,15,"HO.HA",2,2020-03-31,2020-04-17
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-13,15,"HO.iHA",10,2020-04-17,2020-06-01
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-13,15,"HO.pHA",4,2020-04-08,2020-05-04
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-20,16,"CO",78,2020-05-08,2020-08-13
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-20,16,"HO.HA",2,2020-04-06,2020-04-26
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-20,16,"HO.iHA",6,2020-04-24,2020-05-10
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-20,16,"HO.pHA",4,2020-04-17,2020-05-24
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-27,17,"CO",70,2020-05-11,2020-07-02
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-27,17,"HO.HA",1,2020-03-29,2020-05-23
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-27,17,"HO.iHA",7,2020-05-01,2020-05-14
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-27,17,"HO.pHA",1,NA,2020-05-10
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-04,18,"CO",30,2020-05-14,2020-07-10
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-04,18,"HO.HA",1,2020-04-12,2020-05-30
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-04,18,"HO.iHA",3,2020-05-08,2020-05-12
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-04,18,"HO.pHA",1,2020-04-24,2020-05-25
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-11,19,"CO",25,2020-05-22,2020-06-23
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-11,19,"HO.iHA",1,2020-05-07,2020-05-20
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-11,19,"HO.pHA",1,2020-05-02,2020-05-15
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-18,20,"CO",10,2020-05-29,2020-06-03
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-25,21,"CO",6,2020-06-03,2020-06-15
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-25,21,"HO.HA",1,2020-03-17,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-06-01,22,"CO",2,2020-06-13,2020-06-14
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-06-01,22,"HO.iHA",1,2020-06-04,2020-06-12
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-06-01,22,"HO.pHA",1,NA,2020-06-16
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-06-08,23,"CO",2,2020-06-12,2020-06-13
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-06-08,23,"HO.iHA",1,2020-06-06,2020-06-10
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-06-22,25,"CO",1,2020-06-24,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-06-29,26,"CO",2,2020-07-04,2020-07-14
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-07-06,27,"CO",1,2020-07-10,2020-07-16
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-07-20,29,"CO",1,2020-07-25,2020-08-07
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-08-03,31,"CO",2,2020-08-02,2020-08-18
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-08-03,31,"HO.HA",1,2020-03-10,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-08-10,32,"CO",4,2020-08-27,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-08-17,33,"CO",1,2020-08-22,2020-08-23
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-08-24,34,"CO",3,2020-09-07,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-08-31,35,"CO",11,2020-09-19,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-07,36,"CO",12,2020-09-17,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-07,36,"HO.HA",3,2020-08-21,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-07,36,"HO.iHA",2,2020-09-04,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-07,36,"HO.pHA",7,2020-09-03,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-14,37,"CO",29,2020-09-19,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-14,37,"HO.HA",2,2020-07-23,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-14,37,"HO.pHA",3,2020-09-07,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-09-14,37,"Unlinked",8,2020-04-14,2020-03-03
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-04-06,14,"Unlinked",2,2020-04-03,2020-04-01
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-04-13,15,"Unlinked",4,2020-08-15,2020-04-07
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-04-20,16,"Unlinked",6,2020-07-24,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-04-27,17,"Unlinked",9,2020-06-27,2019-12-24
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-05-04,18,"Unlinked",11,2020-04-11,2020-04-12
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-05-11,19,"Unlinked",4,2020-05-01,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-05-18,20,"Unlinked",1,NA,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-05-25,21,"Unlinked",1,2020-02-03,NA
"NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9",2020-09-14,37,"Unlinked",1,NA,NA
"NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-01-27,4,"CO",1,NA,2020-02-10
"NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-02-24,8,"CO",4,NA,2020-03-10
"NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-02,9,"CO",1,NA,2020-03-10
"NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-09,10,"CO",7,2020-03-14,2020-03-28
